SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
129,Riding Mountain Park East Gate Registration Complex,Centre d'Inscription de l'Entrée Est du Parc du Mont-Riding,Norgate Road,"on a concrete stand, south side of Eastgate entrance",Riding Mountain National Park of Canada,Manitoba,Three rustic buildings built under depression relief programs,Trois édifices de style Rustique construit à l'intérieur de programme de relance économique consécutifs à la Crise,50.683271,-99.555423
423,Ridout Street Complex,Complexe de la rue Ridout,"435, 445, 451 Ridout Street North",<Null>,London,Ontario,Important group of early commercial and residential buildings,Important groupe d'édifices commerciaux et résidentiels anciens,42.983807,-81.254728
147,Riel House,Maison Riel,330 River Road,<Null>,Winnipeg,Manitoba,Family home of Métis leader Louis Riel,Maison familiale du chef métis Louis Riel,49.819232,-97.136242
711,Rivière-du-Loup Town Hall,Hôtel de ville de Rivière-du-Loup,65 Hôtel-de-Ville Street,"On wall of city hall, to left side of door",Rivière-du-Loup,Quebec,"Civic building reflecting growth of city governments, 1916",Édifice public (1916) typique des hôtels de ville conçus pour accueillir une administration municipale en croissance,47.83583,-69.536716
712,Roberval Town Hall,Hôtel de ville de Roberval,851 Saint-Joseph Boulevard,<Null>,Roberval,Quebec,"Civic building reflecting community prosperity, 1928-29; Second Empire style",Édifice public municipal témoignant de la prospérité de la localité (1928-1929); style Second Empire,48.518746,-72.2214
41,Rocky Mountain House,Rocky Mountain House,Hwy. 11A,"Rocky Mountain House NHSC, on Chimney Trail near Visitor Centre",Rocky Mountain House,Alberta,Rival Hudson's Bay Company and North West Company posts,Postes concurrents de traite des fourrures établis par les Compagnies du Nord-Ouest et de la Baie d'Hudson,52.361794,-114.968934
102,Rogers Building,Édifice Rogers,913 Government Street,Flat into the middle of the sidewalk,Victoria,British Columbia,"Intact retail building in Queen Anne Revival style; home of Rogers' Chocolates, 1903",Édifice de style néo-Queen Anne abritant un commerce de détail; Rogers' Chocolates (1903),48.42405,-123.368017
72,Rogers Pass,Col Rogers,"Highway 1, Trans-Canada Highway","on a large squared boulder, Rogers Pass NHSC Discovery Centre",Glacier National Park of Canada,British Columbia,Canadian Pacific Railway route through Selkirk Mountains,Lieu par lequel la voie ferrée du Canadien Pacifique traversait les monts Selkirk,51.301457,-117.521328
343,Rosamond Woollen Mill,Filature de laine Rosamond,3 Rosamond St. East,west of Mississippi Valley Textile Museum,Almonte,Ontario,"One of the largest mills in Canada, begun in 1866",Mis en chantier en 1866; une des plus grosses filatures au Canada,45.228215,-76.200682
413,Roselawn,Roselawn,421 Union Street West,<Null>,Kingston,Ontario,"Neoclassical country villa, 1841","Maison de campagne de style néo-classique, 1841",44.225783,-76.510033
148,Roslyn Court Apartments,Appartements Roslyn Court,105 Roslyn Road / 40 Osborne Street,<Null>,Winnipeg,Manitoba,"Fine Queen Anne Revival apartment building, 1909",Bel immeuble d'habitation de style néo-Queen Anne construit en 1909,49.879867,-97.146833
73,Rossland Court House,Palais de justice de Rossland,2288 Columbia Street,<Null>,Rossland,British Columbia,"Early regional expression of a Canadian court house, 1898-1901","Palais de justice canadien, un des premiers exemples régionaux (1898-1901)",49.077014,-117.795653
195,Rothesay Railway Station (European and North American),Gare du European and North American Railway à Rothesay,<Null>,<Null>,Rothesay,New Brunswick,"Example of standard design station, 1858-60",Exemple d'une gare construite suivant un modèle type (1858-60),45.389393,-65.999171
559,Royal Alexandra Theatre,Théâtre Royal Alexandra,260 King Street West,outside on west wall of theatre,Toronto,Ontario,"Lavish Beaux-Arts playhouse, 1906-07",Somptueuse salle de spectacles de style Beaux-Arts construite en 1906-1907,43.647167,-79.38755
2121,Royal Battery,Batterie royale,<Null>,<Null>,Louisbourg,Nova Scotia,Role in the 1745 and 1758 sieges of Louisbourg,Rôle dans les sièges de Louisbourg en 1745 et en 1758,45.909267,-59.980102
803,Royal Botanical Gardens,Jardins botaniques royaux,<Null>,<Null>,Hamilton,Ontario,Important teaching and research gardens and conservation area,Jardins et zone de conservation où sont dirigés des programmes d'enseignement et de recherche,43.290408,-79.875224
481,Royal Canadian Mint,Monnaie royale canadienne,320 Sussex Drive,<Null>,Ottawa,Ontario,"Mint designed in Castellated Gothic Revival style, 1905-08","Édifice de la monnaie, néo-gothique à crénelé (1905-1908)",45.431425,-75.69919
856,Royal Conservatory of Music,Royal Conservatory of Music,273 Bloor Street West,<Null>,Toronto,Ontario,Far-reaching influence on music education in Canada,Profonde influence sur l'enseignement de la musique au Canada,43.667964,-79.396178
355,Royal Flying Corps Hangars,Hangars du Corps Royal d'Aviation,Hangar Road,"outside hangar, Air Force Annex Museum",CFB Borden,Ontario,Rare World War I aviation hangars; 1917,Comptent parmi les rares hangars d'aviation de la Première Guerre mondiale à exister encore,44.26805,-79.913333
2242,Royal Manitoba Theatre Centre,Royal Manitoba Theatre Centre,174 Market Avenue,<Null>,Winnipeg,Manitoba,"Excellent expression of small-scale Brutalist architecture in Canada in its poured concrete forms, solid massing, interior layout and exposed structure; 1969-70","Comme en témoignent ses formes en béton coulé, sa volumétrie massive, son agencement intérieur et sa structure apparente, excellente manifestation de l'architecture brutaliste au Canada",49.898511,-97.136735
103,Royal Theatre,Théâtre Royal,805 Broughton Street,<Null>,Victoria,British Columbia,"Classically inspired vaudeville theatre, 1913",Théâtre de variétés d'inspiration classique (1913),48.423733,-123.362783
1787,Ruin of St. Raphael's Roman Catholic Church,Ruines de l'église catholique St. Raphael,20000 King's Road (County Road 18),<Null>,St. Raphaels,Ontario,"One of the earliest Roman Catholic monuments in english-speaking Canada, 1818",L'une des premières églises catholiques du Canada anglophone (1818),45.212067,-74.597317
38,Rundle's Mission,Mission Rundle,<Null>,<Null>,Mission Beach,Alberta,"First mission to the First Nations of the Western Plains; in 1847, he built a mission house to foster Aboriginal education and agriculture",Première mission destinée aux Premières Nations des plaines de l'Ouest; pour permettre aux Autochtones de s'instruire et les encourager à pratiquer l'agriculture,53.076975,-114.142866
871,Ruthven Park,Ruthven Park,243 Highway 54,<Null>,Cayuga,Ontario,"Fine Picturesque country estate laid out by entrepreneur David Thompson, 1845",Domaine de campagne pittoresque établi par l'entrepreneur David Thompson; (1845),42.97895,-79.875633
219,Ryan Premises,Établissement-Ryan,2 Ryan's Hill,<Null>,Bonavista,Newfoundland and Labrador,East Coast fishing industry complex,Ensemble de bâtiments liés à l'industrie de la pêche sur la côte Est,48.647749,-53.112995
298,S.S. Acadia,S.S. Acadia,1675 Lower Water Street,Maritime Museum,Halifax,Nova Scotia,"Lead role in charting Hudson Bay, launched 1913","Inauguré en 1913, rôle prépondérant dans l'établissement de la carte de la baie d'Hudson",44.647869,-63.569988
787,S.S. Keno,S.S. Keno,<Null>,<Null>,Dawson,Yukon Territory,"Wooden steamboat built 1922, 140 feet x 30 feet, three decks","Un des derniers bateau en bois à vapeur construit en 1922; 140 pied sur 30 pied, 3 ponts",64.0632,-139.434523
793,S.S. Klondike,S.S. Klondike,<Null>,On a rock in front of the S.S. Klondike,Whitehorse,Yukon Territory,Largest and last Yukon commercial steamboat,Le plus gros et le dernier bateau à vapeur du Yukon,60.71329,-135.048121
60,S.S. Moyie,S.S. Moyie,<Null>,<Null>,Kaslo,British Columbia,Restored riverboat launched in 1898,"Bateau à roue arrière inauguré en 1898, bâtiment restauré",49.911715,-116.902273
207,Saint John City Market,Marché de Saint John,47 Charlotte Street,<Null>,Saint John,New Brunswick,Rare example of 19th-century market building still in use; Second Empire style,Exemple rare d'un marché du XIXe siècle encore en usage de nos jours; style Second Empire,45.27406,-66.05921
208,Saint John County Court House,Palais de justice du comté de Saint John,20 Sydney Street,<Null>,Saint John,New Brunswick,Early symbol of British colonial justice,"Édifice ancien, symbole de la justice du temps de la colonie britannique",45.273647,-66.056951
2065,Saint Joseph's Oratory of Mount Royal,Oratoire Saint-Joseph du mont Royal,3800 Queen-Mary Road,<Null>,Montréal,Quebec,"Distinctive architecture, specifically the dome, which conveys an imposing physical and symbolic presence in a mountainside landscape","Architecture distinctive, en particulier le dôme, qui lui confère une présence physique et symbolique imposante dans un environnement à flanc de montagne",45.493667,-73.619915
86,Saint Paul's Roman Catholic Church,Église catholique Saint-Paul,426 Esplanade Street West,<Null>,North Vancouver,British Columbia,Impressive 1884 Gothic Revival mission church,Église de mission de style néo-gothique d'aspect imposant; construite en 1884,49.315817,-123.088233
714,Saint-André-de-Kamouraska Church,Église de Saint-André-de-Kamouraska,128 Main Street,<Null>,Saint-André (Kamouraska),Quebec,"Récollet plan church with significant interior, 1805-11","Église construite selon le plan récollet, 1805-1811; intérieur qui revêt beaucoup d'intérêt",47.673512,-69.729246
,Saint-Croix-de-Tadoussac Mission Church,Église de la mission de Sainte-Croix-de-Tadoussac,"169, rue du Bord-de-l’Eau",,Tadoussac,Quebec,,,48.141778,-69.712694
1926,Sainte Anne Processional Chapel,Chapelle Sainte-Anne,714 rue des Érables,<Null>,Neuville,Quebec,"Remarkably intact Neoclassical chapel, one of the oldest processional chapels in Quebec","Chapelle néo-classique remarquablement intacte, l'une des plus anciennes chapelles de procession au Québec",46.69794,-71.584227
828,Sainte-Anne / Port Dauphin,Sainte-Anne / Port Dauphin,Highway 312,Highway 312,Englishtown,Nova Scotia,"Early Jesuit mission; selected in 1713, as a naval base and one of the principal places in Isle Royale",Une des premières missions jésuites; base navale fortifiée (1713) et chef-lien de l'Ile Royale,46.287214,-60.540267
723,Sainte-Anne-de-Bellevue Canal,Canal de Sainte-Anne-de-Bellevue,170 Saint-Anne Road,<Null>,Sainte-Anne-de-Bellevue,Quebec,Operational canal; site of earlier 1843 canal,"Canal ouvert à la navigation; construit sur l'emplacement de l'ancien canal, 1843",45.404591,-73.955921
845,Sainte-Marie Among the Hurons Mission,Poste de Sainte-Marie-au-Pays-des-Hurons,off Highway 12,at parking lot in front of museum entrance,Midland,Ontario,Headquarters of Jesuit mission to Hurons from 1639-49,Siège de la mission des jésuites auprès des Hurons de 1639 à 1649,44.734257,-79.843971
717,Saint-Hyacinthe Post Office,Bureau de poste de Saint-Hyacinthe,1915-25 Girouard Street West,<Null>,Saint-Hyacinthe,Quebec,Early symbol of federal government presence,"Édifice ancien, symbole de la présence fédérale",45.623788,-72.948664
720,Saint-Jean-d'Iberville Railway Station (Grand Trunk),Gare du Grand Tronc à Saint-Jean-d'Iberville,31 Frontenac Street,<Null>,Saint-Jean-sur-Richelieu,Quebec,"Typical of small stations of the period, 1890","Édifice construit en 1890, typique des petites gares de cette époque",45.302941,-73.254092
1873,Saint-Joachim Church,Église de Saint-Joachim,1 Youville Boulevard,<Null>,Châteauguay,Quebec,"Baroque Vernacular design in its purest form, with interior paintings by Phillippe Liébert, 1774-97",Conception de pur style baroque vernaculaire; présence de tableaux de l'artiste Phillippe Liébert (1774-97),45.360778,-73.74871
2133,Saint-Joseph-de-Beauce Institutional Ensemble,Ensemble institutionnel de Saint-Joseph-de-Beauce,Avenue du Palais et rue Sainte-Christine,<Null>,Saint-Joseph-de-Beauce,Quebec,Eloquent illustration of the desire of clergy and parishioners in Quebec to structure life in small towns and villages around Catholic institutions,Exemple éloquent de la volonté du clergé et des paroissiens du Québec de structurer la vie des petites villes autour des institutions catholiques,46.310229,-70.882214
1804,Saint-Joseph-de-la-Rive Shipyard,Chantier Maritime de Saint-Joseph-de-la-Rive,<Null>,<Null>,Saint-Joseph-de-la-Rive,Quebec,"Between the French regime and the 1960s, the largest builder of ""goélettes"", wooden schooners","Entre le régime français et les années 1960, le plus important constructeur de «goélettes»",47.456603,-70.363239
2001,Saint-Louis Forts and Châteaux,Forts et Châteaux Saint-Louis,<Null>,under Dufferin Terrace,Québec,Quebec,Integral part of Québec's defence system; the seat of colonial executive authority for over 200 years,Partie intégrante du système de défense de Québec; siège de l'autorité coloniale pour plus de 200 ans,46.811539,-71.204552
570,Saint-Louis Mission,Mission Saint-Louis,<Null>,"Located in middle of site, Granny White  Sideroad",Victoria Harbour,Ontario,1649 destruction of Saint-Louis and Saint-Ignace II sealed the fate of the Huron/Wendat confederacy,La destruction en 1649 des missions Saint-Louis et Saint-Ignace II a scellé le sort de la Confédération huronne-wendate,44.729048,-79.78131
722,Saint-Ours Canal,Canal de Saint-Ours,2930 Patriot Road,<Null>,Saint-Ours,Quebec,Operational canal; 1933 (and remains of 1849) lock,Canal ouvert à la navigation; écluse de 1933 et vestiges de celle de 1849,45.864729,-73.146605
669,Saint-Sulpice Seminary and its Gardens,Séminaire de Saint-Sulpice et son jardin,16 Notre Dame Street West,<Null>,Montréal,Quebec,"Rare and remarkable example of French Regime classicism; remarkable integrity of the French Regime convent garden, circa 1650","Rare et saisissant exemple de classicisme du Régime français; remarquable intégrité du jardin conventuel, vers 1650",45.503943,-73.556078
641,Saint-Vincent-de-Paul Penitentiary,Pénitencier de Saint-Vincent-de-Paul,160 montée Saint-François,<Null>,Laval,Quebec,Important federal prison founded 1873,Importante prison fédérale fondée en 1873,45.617085,-73.646422
1924,"Salem Chapel, British Methodist Episcopal Church",Chapelle Salem de la British Methodist Episcopal Church,92 Geneva Street,<Null>,St. Catharines,Ontario,"Focus of abolitionist activity and associated with famous Underground Railroad conductor Harriet Tubman, 1851-55","Met l'accent sur le mouvement abolitioniste et est associée à Harriet Tubman, célèbre conductrice du chemin de fer clandestin (1851-1855)",43.16515,-79.240026
1922,Sandwich First Baptist Church,Église de la First Baptist Church de Sandwich,3652 Peter Street,Few metres north east of church,Windsor,Ontario,"Church built to accommodate the growing Black communities created by Underground Railroad refugees, 1851",Église érigée pour tenir compte des communautés noires croissantes créées par les réfugiés du chemin de fer clandestin (1851),42.29185,-83.080083
391,Sandyford Place,Sandyford Place,35-43 Duke Street,On wall of buildling on Duke Street.,Hamilton,Ontario,"Typical mid 19th-century middle class row housing, 1856",Maisons en rangées typiques construites au XIXe siècle pour des familles de la classe moyenne (1856),43.251893,-79.873145
1814,Saoyú-?ehdacho,Saoyú-?ehdacho,<Null>,<Null>,Grizzly Bear Mountain and Scented Grass Hills,Northwest Territories,"Expression of cultural values through the interrelationship between landscape, oral histories, graves and cultural resources","Valeurs culturelles exprimées par les liens qui existent entre le paysage, les récits oraux, les sépultures et les ressources culturelles",65.99679,-121.537569
2098,Saskatchewan Legislative Building and Grounds,Édifice de l'Assemblée législative de la Saskatchewan et son parc,2405 Legislative Drive,<Null>,Regina,Saskatchewan,Well-preserved landscape designed according to Beaux-Arts and City Beautiful principles,Paysage bien conservé conçu selon les principes de l'École des Beaux-Arts et du mouvement « City Beautiful »,50.433075,-104.615159
768,Saskatoon Railway Station (Canadian Pacific),Gare du Canadien Pacifique de Saskatoon,305 Idylwyld Drive North,On wall of Station,Saskatoon,Saskatchewan,Château style station begun in 1907,Gare de style Château dont la construction a débuté en 1907,52.132591,-106.670622
516,Sault Ste. Marie Canal,Canal de Sault Ste. Marie,4 Whitefish Island / 1 Canal Drive,<Null>,Sault Ste. Marie,Ontario,"First electrically-powered lock, 1888-94",Première écluse mue à l'électricité (1888-1894),46.513007,-84.349479
118,Sea Horse Gully Remains,Vestiges du ravin des Morses,"west pennisula, Churchill River",<Null>,Churchill,Manitoba,Large Dorset and pre-Dorset site,Vaste site archéologique du Dorset et du pré-Dorset,58.772715,-94.260036
843,Seager Wheeler's Maple Grove Farm,Ferme Maple Grove de Seager Wheeler,Highway 312,<Null>,Rosthern,Saskatchewan,Typical grain farm of early 20th-century developed by Seager Wheeler,Ferme céréalière typique du début du XXe siècle aménagée par Seager Wheeler,52.673188,-106.218401
874,Seal Cove Smoked Herring Stands,Étals de harengs fumés de Seal Cove,<Null>,<Null>,"Seal Cove, Grand Manan",New Brunswick,Herring stands and related structures in environment evocative of late 19th-century Atlantic herring fishery,Étals de harengs et structures connexes évoquant la pêche au hareng à la fin du XIXe siècle,44.651503,-66.839358
639,Second Battle of Laprairie,Deuxième bataille de Laprairie,Hwy 104 (Chemin de St-Jean) at Chemin de la Bataille N.,<Null>,Laprairie,Quebec,"1691 battle, New York militia and French soldiers",Bataille qui a eu lieu en 1691; a opposé la milice américaine aux soldats français,45.389371,-73.403762
2022,Senneville Historic District,Arrondissement historique de Senneville,<Null>,<Null>,Senneville,Quebec,Illustrates developments in architecture and landscape design from the 19th and 20th centuries,Évoque les développements de l'architecture et du design paysager des XIXe  et XXe siècles,45.436519,-73.94515
518,Serpent Mounds,Tumulus Serpent,<Null>,"Near lakeshore, Serpent Mounds Provincial Park",Keene,Ontario,"Aboriginal settlement and sacred site, 50 BC - 300 AD","Lieu d'habitation et lieu sacré des autochtones, de l'an 50 avant J.-C. à l'an 300 après J.-C.",44.215745,-78.142819
706,Sewell House,Maison Sewell,87 Saint-Louis Street,<Null>,Québec,Quebec,"Palladian residence of Chief Justice J. Sewell, 1803-04; part of an historically significant streetscape",Maison du style palladien construite en 1803-1804 par le juge en chef J. Sewell; partie d'un panorama urbain,46.809925,-71.210399
519,Sharon Temple,Temple de Sharon,18974 Leslie Street,on property alongside Leslie Street sidewalk,Sharon,Ontario,"Elegant temple of Davidite sect, 1825-32",Élégant temple de la secte fondée par David Willson (1825-1832),44.1015,-79.441167
2068,Shaw's Hotel,Hôtel Shaws,<Null>,<Null>,Brackley Beach,Prince Edward Island,"Rare, early illustration of a significant period in the history of tourism in Canada",Exemple rare des établissements touristiques de la première heure au Canada,46.424114,-63.192093
428,Sheguiandah,Sheguiandah,<Null>,<Null>,"Sheguiadah, Manitoulin Island",Ontario,"Aboriginal peoples came to quarry the local outcrops of quartzite, leaving an integrated cultural and environmental record","Des peuples autochtones sont venus en ces lieux pour extraire le quartzite des affleurements locaux, laissant derrière eux un document culturel et environnemental intégré",45.894726,-81.917522
414,Shoal Tower,Tour-Shoal,Kingston Harbour,Kingston Harbour,Kingston,Ontario,Mid 19th-century British imperial masonry fortifications,Fortifications en maçonnerie de l'Empire britannique; milieu du XIXe siècle,44.228852,-76.478122
248,Signal Hill,Signal Hill,Signal Hill Road,<Null>,St. John's,Newfoundland and Labrador,Commemorates defence of St. John's; importantly associated with Canada’s defence and communications history,Rappel du rôle joué par Signal Hill dans la défense de St. John's; il est notablement associé à l'histoire de la défense et des communications au Canada,47.570063,-52.681893
2168,Similkameen Spirit Trail,Sentier des esprits de la Similkameen,<Null>,<Null>,Upper Similkameen River Valley,British Columbia,"Symbolizes the connections between the spiritual and physical worlds along the ""spirit trail"" in the main river valley of their traditional territory",Les liens qui unissent le monde spirituel et le monde physique le long du « sentier des esprits » parcourant la principale vallée fluviale de son territoire traditionnel,49.318473,-120.037617
259,Sinclair Inn / Farmer's Hotel,Auberge Sinclair / hôtel Farmer's,228 St. George Street,<Null>,Annapolis Royal,Nova Scotia,"Inn circa 1781, early construction techniques",Auberge érigée vers 1781; techniques de construction anciennes,44.744634,-65.519248
264,Sir Frederick Borden Residence,Résidence de sir Frederick Borden,9752 Main Street,<Null>,Canning,Nova Scotia,"Shingle style residence of prominent Canadian politician, 1902; Queen Anne Style","Édifice de style Shingle construit en 1902, résidence d'un éminent homme politique canadien",45.15801,-64.425904
665,Sir George-Étienne Cartier,Sir George-Étienne Cartier,456 Notre Dame Street East,<Null>,Montréal,Quebec,"Double house of prominent 19th-century politician, 1830s","Maisons jumelées des années 1830, ayant servi de résidence à ce brilliant politicien du XIXe siècle",45.511192,-73.551741
1899,Sir John A. Macdonald Gravesite,Lieu de sépulture de sir John A. Macdonald,927 Purdy Mills Rd.,Cataraqui Cemetery,Kingston,Ontario,"Burial site of Canada's first Prime Minister (1867-73, 1878-91), Father of Confederation","Lieu de sépulture du premier premier ministre du Canada (1867-1873, 1878-1891), père de la Confédération",44.262071,-76.541775
574,Sir John Johnson House,Maison de Sir John Johnson,Highway 19,Located south west of house,Williamstown,Ontario,"House of famous Loyalist, 1780s",Maison du célèbre Loyaliste (1780),45.145,-74.578778
737,Sir Wilfrid Laurier,Sir Wilfrid Laurier,205 12th Avenue,<Null>,Laurentides,Quebec,"House interprets life of Sir Wilfrid Laurier, Prime Minister of Canada (1896-1911)","Maison dotée d'un programme d'interprétation sur la vie de sir Wilfrid Laurier, premier ministre du Canada (1896- 1911)",45.852497,-73.757696
4,Skoki Ski Lodge,Auberge de Ski Skoki,<Null>,<Null>,Banff National Park of Canada,Alberta,"Ski lodge in rustic vernacular, 1930-31","Chalet de ski des années 1930, spécimen de l'architecture vernaculaire rustique, 1930-1931",51.523197,-116.077685
523,Smiths Falls Bascule Bridge,Pont basculant de Smiths Falls,5 Abbot Street,"Detached Lockstation - 90 m downstream from bridge, near canal locks",Smiths Falls,Ontario,"Oldest surviving structure of its type, 1912-13",Le plus ancien ouvrage du genre à exister encore (1912-13),44.895877,-76.028953
524,Smiths Falls Railway Station (Canadian Northern),Gare du Canadian Northern à Smiths Falls,90 William Street West,on west wall of building near main entrance,Smiths Falls,Ontario,Decorative 1914 Canadian Northern Railway station,Gare construite en 1914; programme décoratif,44.901541,-76.028454
136,Souris-Assiniboine Posts,Postes de traite Souris et Assiniboine,<Null>,"1929 - Village of Wawanesa Office, 1971 - Lions Park",Wawanesa,Manitoba,"Important fur trade centre, Yellow Quill Trail; North West Company and Hudson's Bay Company","Important centre de commerce des fourrures, piste Yellow Quill; les Compagnies de la Baie d'Hudson et du Nord-Ouest",49.599292,-99.684337
376,Southwold Earthworks,Remblais de Southwold,Iona Rd.,2 miles south east of Iona,Iona,Ontario,"Rare and well-preserved example of an Aboriginal fortified village completely surrounded by earthworks; Attiwandaronk Indian village, circa 1500 AD",Spécimen rare et bien préservé de village fortifié autochtone complètement entouré de fortifications construites par la nation iroquoienne des Attiwandaron (Neutres) entre 1450 et 1550 environ,42.674217,-81.360467
1932,Springhill Coal Mining,Exploitation Houillère de Springhill,Corner of Industrial Park Dr and Memorial Crescent,<Null>,Springhill,Nova Scotia,One of Canada's most commercially important coalfields,Terrains houillers qui ont été les plus importants au Canada,45.64471,-64.064964
796,St. Andrew's Anglican Church,Église anglicane St. Andrew's,374 River Road,<Null>,St. Andrews,Manitoba,"Oldest stone church in western Canada, Gothic Revival style, 1845-49",La plus vieille église en pierre de l'Ouest canadien; mise en chantier en 1845-1849,50.066366,-96.976715
212,St. Andrews Blockhouse,Blockhaus de St. Andrews,1 Joes Point Road,<Null>,Saint Andrews,New Brunswick,Restored wooden blockhouse from War of 1812,Blockhaus en bois de la guerre de 1812; bâtiment restauré,45.077073,-67.061998
120,St. Andrews Caméré Curtain Bridge Dam,Pont-barrage à rideaux Caméré St. Andrews,625 River Road,"St. Andrews Rapids, Red River",Lockport,Manitoba,"Largest of its type in world, 1907-10",Le plus gros ouvrage du genre au monde; construit entre 1907 et 1910,50.082432,-96.941906
849,St. Andrews Historic District,Arrondissement historique de St. Andrews,"Harriet, Prince of Wales, Patrick and Augustus Streets","Water Street, east of King",Saint Andrews,New Brunswick,Distinctive town with surviving 18th-century British colonial plan and classically-inspired architecture,District distinctif planifié selon le style colonial anglais du XVIIIe siècle et où l'architecture est d'inspiration classique,45.073427,-67.052652
133,St. Andrew's Rectory,Presbytère St. Andrew's,374 River Road and St. Andrew's Road,Mounted on an interpretive display. Plaque is located approx 20 m NE of NHSC,St. Andrews,Manitoba,"Example of mid 19th-century Red River architecture, 1852-1854",Exemple de l'architecture pratiquée à la rivière Rouge au milieu du XIXe siècle (1852-1854),50.066484,-96.977874
104,St. Andrew's Roman Catholic Cathedral,Cathédrale catholique St. Andrew's,Blanshard Street,<Null>,Victoria,British Columbia,"Excellent example of High Victorian Gothic Revival, 1892",Excellent exemple du style high victorian gothic de l'apogée victorien (1892),48.425533,-123.361933
1810,St. Anne's Anglican Church,Église anglicane St. Anne,270 Gladstone Avenue,In front of church,Toronto,Ontario,"Contains paintings executed in 1923 by ten prominent artists, including three of the Group of Seven, built 1907-08","Renferme de tableaux exécutés en 1923 par dix grands artistes, dont trois membres du Groupe des Sept, construite en 1907-1908",43.650598,-79.430675
176,St. Anne's Chapel of Ease,Chapelle St. Anne of Ease,201 Westmorland Street,<Null>,Fredericton,New Brunswick,"Early and excellent example of Gothic Revival chapel, 1846-47",Excellent exemple d'une chapelle ancienne de style néo-gothique (1846-47),45.960891,-66.648254
105,St. Ann's Academy,Académie St. Ann,835 Humboldt Street,<Null>,Victoria,British Columbia,19th-century private girls' school,École privée du XIXe siècle pour filles,48.419317,-123.363467
135,St. Boniface City Hall,Hôtel de ville de Saint-Boniface,219 Provencher Boulevard,<Null>,St. Boniface,Manitoba,"Imposing building by Victor Horwood, built in 1905","Imposant édifice conçu par Victor Horwood, construit en 1905",49.89284,-97.120602
1858,St. Boniface Hospital Nurses' Residence,Résidence d'infirmières de l'hôpital de St. Boniface,431 Taché Avenue,St. Boniface Hospital,St. Boniface,Manitoba,Nurses' residences were central to the nursing culture,Les résidences d'infirmières étaient un élément essentiel de la culture infirmière,49.88555,-97.123817
589,St. Dunstan's Roman Catholic Basilica,Basilique catholique St. Dunstan,61 Great George Street,left side of entrance to basillica,Charlottetown,Prince Edward Island,"Fine example of High Victorian Gothic Revival style, 1897-1907","Bel exemple du style high victorian gothic de l'apogée victorien, 1897-1907",46.233677,-63.124489
1925,St. George Antiochian Orthodox Church,Église orthodoxe antiochoise St. George,575 Jean-Talon Street East,<Null>,Montréal,Quebec,"Symbol of historic cultural traditions of the Syrian Orthodox community in Canada, 1939-40",Symbolise les traditions culturelles de la communauté orthodoxe syrienne au Canada (1939-40),45.539897,-73.61417
666,St. George's Anglican Church,Église anglicane St. George,1101 Stanley Street,<Null>,Montréal,Quebec,"Fine Gothic Revival style church in stone, 1869-70","Belle église en pierre de style néo-gothique, construite en 1869-1870",45.497699,-73.569344
300,St. George's Anglican Church / Round Church,Église anglicane St. George / église ronde,2222 Brunswick Street,Mounted on a cut stone plinth at side of church,Halifax,Nova Scotia,"Unique Palladian style round church, 1800-12",Église ronde du style palladien; architecture unique (1800-12),44.653205,-63.582797
2161,St. George's Hall (Arts and Letters Club),St. George's Hall (Arts and Letters Club),14 Elm Street,<Null>,Toronto,Ontario,"Important venue for artistic activity, and a catalyst for the organization of artistic communities",Un haut lieu de l'activité artistique et un catalyseur de la formation de communautés artistiques,43.657817,-79.3824
1807,St. James United Church,Église unie St. James,463 Sainte-Catherine Street West,<Null>,Montréal,Quebec,"Church with a large amphitheatre plan, Victorian decoration; Sunday school influenced by the Akron plan, 1887-88",Église construite à la façon d'un grand amphithéâtre et possédant un décor victorien; une école du dimanche inspirée du plan Akron (1887-1888),45.505358,-73.568589
249,St. John the Baptist Anglican Cathedral,Cathédrale anglicane St. John the Baptist,18 Church Hill (corner of Gower Street),On rock located behind iron gate,St. John's,Newfoundland and Labrador,"Outstanding Gothic Revival by G. G. Scott, 1847","Remarquable spécimen du style néo-gothique, 1847, œuvre de l'architecte G. G. Scott",47.565375,-52.708574
841,St. John's Anglican Church,Église anglicane St. John,2 Cumberland Street,<Null>,Lunenburg,Nova Scotia,"Historically significant Carpenter's Gothic Revival church, 1754-63",Église d'importance historique de style néo-gothique selon la tradition Carpenter (1754-63),44.378079,-64.311377
209,St. John's Anglican Church / Stone Church,Église anglicane St. John / église en pierre,85 Carleton Street,<Null>,Saint John,New Brunswick,"One of earliest Gothic Revival churches in Canada, 1824-25",Église néo-gothique parmi les plus anciennes au Canada (1824-1825),45.276138,-66.061598
251,St. John's Court House,Palais de justice de St. John's,194 Water Street,Mounted on left pillar facing Water St.,St. John's,Newfoundland and Labrador,"Sandstone Romanesque Revival urban court house, 1900-04",Palais de justice en grès de style néo-roman (1900-1904),47.564009,-52.706072
